code,datetime,e,n,value
H26.KTTVCD.MN067,2026-02-01 00:00:00,105.7705968,21.0896539,111.3333333
H26.KTTVCD.MN067,2026-02-01 01:00:00,105.7705968,21.0896539,119.1666667
H26.KTTVCD.MN067,2026-02-01 02:00:00,105.7705968,21.0896539,124
H26.KTTVCD.MN067,2026-02-01 03:00:00,105.7705968,21.0896539,131.8333333
H26.KTTVCD.MN067,2026-02-01 04:00:00,105.7705968,21.0896539,139.1666667
H26.KTTVCD.MN067,2026-02-01 05:00:00,105.7705968,21.0896539,147.1666667
H26.KTTVCD.MN067,2026-02-01 06:00:00,105.7705968,21.0896539,155.3333333
H26.KTTVCD.MN067,2026-02-01 07:00:00,105.7705968,21.0896539,162.5
H26.KTTVCD.MN067,2026-02-01 08:00:00,105.7705968,21.0896539,168.5
H26.KTTVCD.MN067,2026-02-01 09:00:00,105.7705968,21.0896539,175.6666667
H26.KTTVCD.MN067,2026-02-01 10:00:00,105.7705968,21.0896539,184.5
H26.KTTVCD.MN067,2026-02-01 11:00:00,105.7705968,21.0896539,188.5
H26.KTTVCD.MN067,2026-02-01 12:00:00,105.7705968,21.0896539,184.3333333
H26.KTTVCD.MN067,2026-02-01 13:00:00,105.7705968,21.0896539,173.6666667
H26.KTTVCD.MN067,2026-02-01 14:00:00,105.7705968,21.0896539,160.1666667
H26.KTTVCD.MN067,2026-02-01 15:00:00,105.7705968,21.0896539,144.5
H26.KTTVCD.MN067,2026-02-01 16:00:00,105.7705968,21.0896539,130.5
H26.KTTVCD.MN067,2026-02-01 17:00:00,105.7705968,21.0896539,115.3333333
H26.KTTVCD.MN067,2026-02-01 18:00:00,105.7705968,21.0896539,97
H26.KTTVCD.MN067,2026-02-01 19:00:00,105.7705968,21.0896539,81
H26.KTTVCD.MN067,2026-02-01 20:00:00,105.7705968,21.0896539,78
H26.KTTVCD.MN067,2026-02-01 21:00:00,105.7705968,21.0896539,78.33333333
H26.KTTVCD.MN067,2026-02-01 22:00:00,105.7705968,21.0896539,81.83333333
H26.KTTVCD.MN067,2026-02-01 23:00:00,105.7705968,21.0896539,89.5
H26.KTTVCD.MN067,2026-02-02 00:00:00,105.7705968,21.0896539,98.16666667
H26.KTTVCD.MN067,2026-02-02 01:00:00,105.7705968,21.0896539,107
H26.KTTVCD.MN067,2026-02-02 02:00:00,105.7705968,21.0896539,116
H26.KTTVCD.MN067,2026-02-02 03:00:00,105.7705968,21.0896539,124.5
H26.KTTVCD.MN067,2026-02-02 04:00:00,105.7705968,21.0896539,132.6666667
H26.KTTVCD.MN067,2026-02-02 05:00:00,105.7705968,21.0896539,141.8333333
H26.KTTVCD.MN067,2026-02-02 06:00:00,105.7705968,21.0896539,149.5
H26.KTTVCD.MN067,2026-02-02 07:00:00,105.7705968,21.0896539,157.8333333
H26.KTTVCD.MN067,2026-02-02 08:00:00,105.7705968,21.0896539,164.3333333
H26.KTTVCD.MN067,2026-02-02 09:00:00,105.7705968,21.0896539,172
H26.KTTVCD.MN067,2026-02-02 10:00:00,105.7705968,21.0896539,180.5
H26.KTTVCD.MN067,2026-02-02 11:00:00,105.7705968,21.0896539,188.1666667
H26.KTTVCD.MN067,2026-02-02 12:00:00,105.7705968,21.0896539,189.5
H26.KTTVCD.MN067,2026-02-02 13:00:00,105.7705968,21.0896539,180.5
H26.KTTVCD.MN067,2026-02-02 14:00:00,105.7705968,21.0896539,168.6666667
H26.KTTVCD.MN067,2026-02-02 15:00:00,105.7705968,21.0896539,154
H26.KTTVCD.MN067,2026-02-02 16:00:00,105.7705968,21.0896539,137.5
H26.KTTVCD.MN067,2026-02-02 17:00:00,105.7705968,21.0896539,122.1666667
H26.KTTVCD.MN067,2026-02-02 18:00:00,105.7705968,21.0896539,105.3333333
H26.KTTVCD.MN067,2026-02-02 19:00:00,105.7705968,21.0896539,87
H26.KTTVCD.MN067,2026-02-02 20:00:00,105.7705968,21.0896539,78
H26.KTTVCD.MN067,2026-02-02 21:00:00,105.7705968,21.0896539,78
H26.KTTVCD.MN067,2026-02-02 22:00:00,105.7705968,21.0896539,78
H26.KTTVCD.MN067,2026-02-02 23:00:00,105.7705968,21.0896539,77.5
H26.KTTVCD.MN067,2026-02-03 00:00:00,105.7705968,21.0896539,78.16666667
H26.KTTVCD.MN067,2026-02-03 01:00:00,105.7705968,21.0896539,83.83333333
H26.KTTVCD.MN067,2026-02-03 02:00:00,105.7705968,21.0896539,91.33333333
H26.KTTVCD.MN067,2026-02-03 03:00:00,105.7705968,21.0896539,100
H26.KTTVCD.MN067,2026-02-03 04:00:00,105.7705968,21.0896539,108.6666667
H26.KTTVCD.MN067,2026-02-03 05:00:00,105.7705968,21.0896539,117
H26.KTTVCD.MN067,2026-02-03 06:00:00,105.7705968,21.0896539,126.6666667
H26.KTTVCD.MN067,2026-02-03 07:00:00,105.7705968,21.0896539,132.8333333
H26.KTTVCD.MN067,2026-02-03 08:00:00,105.7705968,21.0896539,141.5
H26.KTTVCD.MN067,2026-02-03 09:00:00,105.7705968,21.0896539,148.6666667
H26.KTTVCD.MN067,2026-02-03 10:00:00,105.7705968,21.0896539,156.3333333
H26.KTTVCD.MN067,2026-02-03 11:00:00,105.7705968,21.0896539,164.1666667
H26.KTTVCD.MN067,2026-02-03 12:00:00,105.7705968,21.0896539,171.3333333
H26.KTTVCD.MN067,2026-02-03 13:00:00,105.7705968,21.0896539,171.3333333
H26.KTTVCD.MN067,2026-02-03 14:00:00,105.7705968,21.0896539,164
H26.KTTVCD.MN067,2026-02-03 15:00:00,105.7705968,21.0896539,153.6666667
H26.KTTVCD.MN067,2026-02-03 16:00:00,105.7705968,21.0896539,136.6666667
H26.KTTVCD.MN067,2026-02-03 17:00:00,105.7705968,21.0896539,119.6666667
H26.KTTVCD.MN067,2026-02-03 18:00:00,105.7705968,21.0896539,103.8333333
H26.KTTVCD.MN067,2026-02-03 19:00:00,105.7705968,21.0896539,87.83333333
H26.KTTVCD.MN067,2026-02-03 20:00:00,105.7705968,21.0896539,77.33333333
H26.KTTVCD.MN067,2026-02-03 21:00:00,105.7705968,21.0896539,77.33333333
H26.KTTVCD.MN067,2026-02-03 22:00:00,105.7705968,21.0896539,77.33333333
H26.KTTVCD.MN067,2026-02-03 23:00:00,105.7705968,21.0896539,77.33333333
H26.KTTVCD.MN067,2026-02-04 00:00:00,105.7705968,21.0896539,77.16666667
H26.KTTVCD.MN067,2026-02-04 01:00:00,105.7705968,21.0896539,77
H26.KTTVCD.MN067,2026-02-04 02:00:00,105.7705968,21.0896539,77.5
H26.KTTVCD.MN067,2026-02-04 03:00:00,105.7705968,21.0896539,77.5
H26.KTTVCD.MN067,2026-02-04 04:00:00,105.7705968,21.0896539,85.16666667
H26.KTTVCD.MN067,2026-02-04 05:00:00,105.7705968,21.0896539,93.83333333
H26.KTTVCD.MN067,2026-02-04 06:00:00,105.7705968,21.0896539,102.6666667
H26.KTTVCD.MN067,2026-02-04 07:00:00,105.7705968,21.0896539,111.5
H26.KTTVCD.MN067,2026-02-04 08:00:00,105.7705968,21.0896539,122.1666667
H26.KTTVCD.MN067,2026-02-04 09:00:00,105.7705968,21.0896539,130.5
H26.KTTVCD.MN067,2026-02-04 10:00:00,105.7705968,21.0896539,139.1666667
H26.KTTVCD.MN067,2026-02-04 11:00:00,105.7705968,21.0896539,146.5
H26.KTTVCD.MN067,2026-02-04 12:00:00,105.7705968,21.0896539,154
H26.KTTVCD.MN067,2026-02-04 13:00:00,105.7705968,21.0896539,157
H26.KTTVCD.MN067,2026-02-04 14:00:00,105.7705968,21.0896539,152.1666667
H26.KTTVCD.MN067,2026-02-04 15:00:00,105.7705968,21.0896539,143
H26.KTTVCD.MN067,2026-02-04 16:00:00,105.7705968,21.0896539,129.6666667
H26.KTTVCD.MN067,2026-02-04 17:00:00,105.7705968,21.0896539,114.3333333
H26.KTTVCD.MN067,2026-02-04 18:00:00,105.7705968,21.0896539,100.8333333
H26.KTTVCD.MN067,2026-02-04 19:00:00,105.7705968,21.0896539,89
H26.KTTVCD.MN067,2026-02-04 20:00:00,105.7705968,21.0896539,74
H26.KTTVCD.MN067,2026-02-04 21:00:00,105.7705968,21.0896539,55.66666667
H26.KTTVCD.MN067,2026-02-04 22:00:00,105.7705968,21.0896539,47.33333333
H26.KTTVCD.MN067,2026-02-04 23:00:00,105.7705968,21.0896539,50.66666667
H26.KTTVCD.MN067,2026-02-05 00:00:00,105.7705968,21.0896539,56.33333333
H26.KTTVCD.MN067,2026-02-05 01:00:00,105.7705968,21.0896539,63.83333333
H26.KTTVCD.MN067,2026-02-05 02:00:00,105.7705968,21.0896539,71.16666667
H26.KTTVCD.MN067,2026-02-05 03:00:00,105.7705968,21.0896539,74.33333333
H26.KTTVCD.MN067,2026-02-05 04:00:00,105.7705968,21.0896539,81.33333333
H26.KTTVCD.MN067,2026-02-05 05:00:00,105.7705968,21.0896539,90
H26.KTTVCD.MN067,2026-02-05 06:00:00,105.7705968,21.0896539,98.16666667
H26.KTTVCD.MN067,2026-02-05 07:00:00,105.7705968,21.0896539,105.8333333
H26.KTTVCD.MN067,2026-02-05 08:00:00,105.7705968,21.0896539,113.3333333
H26.KTTVCD.MN067,2026-02-05 09:00:00,105.7705968,21.0896539,121.1666667
H26.KTTVCD.MN067,2026-02-05 10:00:00,105.7705968,21.0896539,128.1666667
H26.KTTVCD.MN067,2026-02-05 11:00:00,105.7705968,21.0896539,135.1666667
H26.KTTVCD.MN067,2026-02-05 12:00:00,105.7705968,21.0896539,141.8333333
H26.KTTVCD.MN067,2026-02-05 13:00:00,105.7705968,21.0896539,148.5
H26.KTTVCD.MN067,2026-02-05 14:00:00,105.7705968,21.0896539,152.3333333
H26.KTTVCD.MN067,2026-02-05 15:00:00,105.7705968,21.0896539,151.1666667
H26.KTTVCD.MN067,2026-02-05 16:00:00,105.7705968,21.0896539,143.5
H26.KTTVCD.MN067,2026-02-05 17:00:00,105.7705968,21.0896539,132.5
H26.KTTVCD.MN067,2026-02-05 18:00:00,105.7705968,21.0896539,119.1666667
H26.KTTVCD.MN067,2026-02-05 19:00:00,105.7705968,21.0896539,105.1666667
H26.KTTVCD.MN067,2026-02-05 20:00:00,105.7705968,21.0896539,91.5
H26.KTTVCD.MN067,2026-02-05 21:00:00,105.7705968,21.0896539,79.33333333
H26.KTTVCD.MN067,2026-02-05 22:00:00,105.7705968,21.0896539,77
H26.KTTVCD.MN067,2026-02-05 23:00:00,105.7705968,21.0896539,77
H26.KTTVCD.MN067,2026-02-06 00:00:00,105.7705968,21.0896539,77
H26.KTTVCD.MN067,2026-02-06 01:00:00,105.7705968,21.0896539,77
H26.KTTVCD.MN067,2026-02-06 02:00:00,105.7705968,21.0896539,77
H26.KTTVCD.MN067,2026-02-06 03:00:00,105.7705968,21.0896539,77
H26.KTTVCD.MN067,2026-02-06 04:00:00,105.7705968,21.0896539,77
H26.KTTVCD.MN067,2026-02-06 05:00:00,105.7705968,21.0896539,77
H26.KTTVCD.MN067,2026-02-06 06:00:00,105.7705968,21.0896539,77.66666667
H26.KTTVCD.MN067,2026-02-06 07:00:00,105.7705968,21.0896539,82.5
H26.KTTVCD.MN067,2026-02-06 08:00:00,105.7705968,21.0896539,88.66666667
H26.KTTVCD.MN067,2026-02-06 09:00:00,105.7705968,21.0896539,95
H26.KTTVCD.MN067,2026-02-06 10:00:00,105.7705968,21.0896539,100
H26.KTTVCD.MN067,2026-02-06 11:00:00,105.7705968,21.0896539,105.3333333
H26.KTTVCD.MN067,2026-02-06 12:00:00,105.7705968,21.0896539,110
H26.KTTVCD.MN067,2026-02-06 13:00:00,105.7705968,21.0896539,114.1666667
H26.KTTVCD.MN067,2026-02-06 14:00:00,105.7705968,21.0896539,115.8333333
H26.KTTVCD.MN067,2026-02-06 15:00:00,105.7705968,21.0896539,116
H26.KTTVCD.MN067,2026-02-06 16:00:00,105.7705968,21.0896539,113.6666667
H26.KTTVCD.MN067,2026-02-06 17:00:00,105.7705968,21.0896539,108
H26.KTTVCD.MN067,2026-02-06 18:00:00,105.7705968,21.0896539,99.5
H26.KTTVCD.MN067,2026-02-06 19:00:00,105.7705968,21.0896539,89.33333333
H26.KTTVCD.MN067,2026-02-06 20:00:00,105.7705968,21.0896539,79.66666667
H26.KTTVCD.MN067,2026-02-06 21:00:00,105.7705968,21.0896539,77
H26.KTTVCD.MN067,2026-02-06 22:00:00,105.7705968,21.0896539,77
H26.KTTVCD.MN067,2026-02-06 23:00:00,105.7705968,21.0896539,77
H26.KTTVCD.MN067,2026-02-07 00:00:00,105.7705968,21.0896539,77
H26.KTTVCD.MN067,2026-02-07 01:00:00,105.7705968,21.0896539,77
H26.KTTVCD.MN067,2026-02-07 02:00:00,105.7705968,21.0896539,77
H26.KTTVCD.MN067,2026-02-07 03:00:00,105.7705968,21.0896539,77
H26.KTTVCD.MN067,2026-02-07 04:00:00,105.7705968,21.0896539,77
H26.KTTVCD.MN067,2026-02-07 05:00:00,105.7705968,21.0896539,77
H26.KTTVCD.MN067,2026-02-07 06:00:00,105.7705968,21.0896539,77
H26.KTTVCD.MN067,2026-02-07 07:00:00,105.7705968,21.0896539,77
H26.KTTVCD.MN067,2026-02-07 08:00:00,105.7705968,21.0896539,77
H26.KTTVCD.MN067,2026-02-07 09:00:00,105.7705968,21.0896539,77
H26.KTTVCD.MN067,2026-02-07 10:00:00,105.7705968,21.0896539,76.83333333
H26.KTTVCD.MN067,2026-02-07 11:00:00,105.7705968,21.0896539,77
H26.KTTVCD.MN067,2026-02-07 12:00:00,105.7705968,21.0896539,77
H26.KTTVCD.MN067,2026-02-07 13:00:00,105.7705968,21.0896539,77
H26.KTTVCD.MN067,2026-02-07 14:00:00,105.7705968,21.0896539,77
H26.KTTVCD.MN067,2026-02-07 15:00:00,105.7705968,21.0896539,77
H26.KTTVCD.MN067,2026-02-07 16:00:00,105.7705968,21.0896539,77
H26.KTTVCD.MN067,2026-02-07 17:00:00,105.7705968,21.0896539,77
H26.KTTVCD.MN067,2026-02-07 18:00:00,105.7705968,21.0896539,77
H26.KTTVCD.MN067,2026-02-07 19:00:00,105.7705968,21.0896539,77
H26.KTTVCD.MN067,2026-02-07 20:00:00,105.7705968,21.0896539,77
H26.KTTVCD.MN067,2026-02-07 21:00:00,105.7705968,21.0896539,77
H26.KTTVCD.MN067,2026-02-07 22:00:00,105.7705968,21.0896539,77
H26.KTTVCD.MN067,2026-02-07 23:00:00,105.7705968,21.0896539,77
H26.KTTVCD.MN067,2026-02-08 00:00:00,105.7705968,21.0896539,77
H26.KTTVCD.MN067,2026-02-08 01:00:00,105.7705968,21.0896539,77
H26.KTTVCD.MN067,2026-02-08 02:00:00,105.7705968,21.0896539,77
H26.KTTVCD.MN067,2026-02-08 03:00:00,105.7705968,21.0896539,77
H26.KTTVCD.MN067,2026-02-08 04:00:00,105.7705968,21.0896539,77
H26.KTTVCD.MN067,2026-02-08 05:00:00,105.7705968,21.0896539,77
H26.KTTVCD.MN067,2026-02-08 06:00:00,105.7705968,21.0896539,77.33333333
H26.KTTVCD.MN067,2026-02-08 07:00:00,105.7705968,21.0896539,79.16666667
H26.KTTVCD.MN067,2026-02-08 08:00:00,105.7705968,21.0896539,81.5
H26.KTTVCD.MN067,2026-02-08 09:00:00,105.7705968,21.0896539,79.33333333
H26.KTTVCD.MN067,2026-02-08 10:00:00,105.7705968,21.0896539,77
H26.KTTVCD.MN067,2026-02-08 11:00:00,105.7705968,21.0896539,77
H26.KTTVCD.MN067,2026-02-08 12:00:00,105.7705968,21.0896539,77
H26.KTTVCD.MN067,2026-02-08 13:00:00,105.7705968,21.0896539,77
H26.KTTVCD.MN067,2026-02-08 14:00:00,105.7705968,21.0896539,77
H26.KTTVCD.MN067,2026-02-08 15:00:00,105.7705968,21.0896539,77
H26.KTTVCD.MN067,2026-02-08 16:00:00,105.7705968,21.0896539,77
H26.KTTVCD.MN067,2026-02-08 17:00:00,105.7705968,21.0896539,77
H26.KTTVCD.MN067,2026-02-08 18:00:00,105.7705968,21.0896539,77
H26.KTTVCD.MN067,2026-02-08 19:00:00,105.7705968,21.0896539,77
H26.KTTVCD.MN067,2026-02-08 20:00:00,105.7705968,21.0896539,77
H26.KTTVCD.MN067,2026-02-08 21:00:00,105.7705968,21.0896539,78.16666667
H26.KTTVCD.MN067,2026-02-08 22:00:00,105.7705968,21.0896539,82.16666667
H26.KTTVCD.MN067,2026-02-08 23:00:00,105.7705968,21.0896539,88.33333333
H26.KTTVCD.MN067,2026-02-09 00:00:00,105.7705968,21.0896539,93.83333333
H26.KTTVCD.MN067,2026-02-09 01:00:00,105.7705968,21.0896539,98.83333333
H26.KTTVCD.MN067,2026-02-09 02:00:00,105.7705968,21.0896539,103.8333333
H26.KTTVCD.MN067,2026-02-09 03:00:00,105.7705968,21.0896539,108.5
H26.KTTVCD.MN067,2026-02-09 04:00:00,105.7705968,21.0896539,113.6666667
H26.KTTVCD.MN067,2026-02-09 05:00:00,105.7705968,21.0896539,118.5
H26.KTTVCD.MN067,2026-02-09 06:00:00,105.7705968,21.0896539,120.5
H26.KTTVCD.MN067,2026-02-09 07:00:00,105.7705968,21.0896539,120.3333333
H26.KTTVCD.MN067,2026-02-09 08:00:00,105.7705968,21.0896539,116.5
H26.KTTVCD.MN067,2026-02-09 09:00:00,105.7705968,21.0896539,109
H26.KTTVCD.MN067,2026-02-09 10:00:00,105.7705968,21.0896539,101
H26.KTTVCD.MN067,2026-02-09 11:00:00,105.7705968,21.0896539,91.66666667
H26.KTTVCD.MN067,2026-02-09 12:00:00,105.7705968,21.0896539,80.33333333
H26.KTTVCD.MN067,2026-02-09 13:00:00,105.7705968,21.0896539,77
H26.KTTVCD.MN067,2026-02-09 14:00:00,105.7705968,21.0896539,77
H26.KTTVCD.MN067,2026-02-09 15:00:00,105.7705968,21.0896539,77
H26.KTTVCD.MN067,2026-02-09 16:00:00,105.7705968,21.0896539,77
H26.KTTVCD.MN067,2026-02-09 17:00:00,105.7705968,21.0896539,77
H26.KTTVCD.MN067,2026-02-09 18:00:00,105.7705968,21.0896539,77.66666667
H26.KTTVCD.MN067,2026-02-09 19:00:00,105.7705968,21.0896539,82.66666667
H26.KTTVCD.MN067,2026-02-09 20:00:00,105.7705968,21.0896539,88.66666667
H26.KTTVCD.MN067,2026-02-09 21:00:00,105.7705968,21.0896539,94.16666667
H26.KTTVCD.MN067,2026-02-09 22:00:00,105.7705968,21.0896539,100
H26.KTTVCD.MN067,2026-02-09 23:00:00,105.7705968,21.0896539,105.1666667
H26.KTTVCD.MN067,2026-02-10 00:00:00,105.7705968,21.0896539,111.5
H26.KTTVCD.MN067,2026-02-10 01:00:00,105.7705968,21.0896539,117.5
H26.KTTVCD.MN067,2026-02-10 02:00:00,105.7705968,21.0896539,122.3333333
H26.KTTVCD.MN067,2026-02-10 03:00:00,105.7705968,21.0896539,128.3333333
H26.KTTVCD.MN067,2026-02-10 04:00:00,105.7705968,21.0896539,132.3333333
H26.KTTVCD.MN067,2026-02-10 05:00:00,105.7705968,21.0896539,135.6666667
H26.KTTVCD.MN067,2026-02-10 06:00:00,105.7705968,21.0896539,138.5
H26.KTTVCD.MN067,2026-02-10 07:00:00,105.7705968,21.0896539,136
H26.KTTVCD.MN067,2026-02-10 08:00:00,105.7705968,21.0896539,130.3333333
H26.KTTVCD.MN067,2026-02-10 09:00:00,105.7705968,21.0896539,122
H26.KTTVCD.MN067,2026-02-10 10:00:00,105.7705968,21.0896539,111.5
H26.KTTVCD.MN067,2026-02-10 11:00:00,105.7705968,21.0896539,99.83333333
H26.KTTVCD.MN067,2026-02-10 12:00:00,105.7705968,21.0896539,87.33333333
H26.KTTVCD.MN067,2026-02-10 13:00:00,105.7705968,21.0896539,77.66666667
H26.KTTVCD.MN067,2026-02-10 14:00:00,105.7705968,21.0896539,77
H26.KTTVCD.MN067,2026-02-10 15:00:00,105.7705968,21.0896539,77
H26.KTTVCD.MN067,2026-02-10 16:00:00,105.7705968,21.0896539,77
H26.KTTVCD.MN067,2026-02-10 17:00:00,105.7705968,21.0896539,77
H26.KTTVCD.MN067,2026-02-10 18:00:00,105.7705968,21.0896539,77
H26.KTTVCD.MN067,2026-02-10 19:00:00,105.7705968,21.0896539,80.66666667
H26.KTTVCD.MN067,2026-02-10 20:00:00,105.7705968,21.0896539,86.66666667
H26.KTTVCD.MN067,2026-02-10 21:00:00,105.7705968,21.0896539,93.16666667
H26.KTTVCD.MN067,2026-02-10 22:00:00,105.7705968,21.0896539,98.66666667
H26.KTTVCD.MN067,2026-02-10 23:00:00,105.7705968,21.0896539,106
H26.KTTVCD.MN067,2026-02-11 00:00:00,105.7705968,21.0896539,112
H26.KTTVCD.MN067,2026-02-11 01:00:00,105.7705968,21.0896539,119
H26.KTTVCD.MN067,2026-02-11 02:00:00,105.7705968,21.0896539,124.5
H26.KTTVCD.MN067,2026-02-11 03:00:00,105.7705968,21.0896539,130
H26.KTTVCD.MN067,2026-02-11 04:00:00,105.7705968,21.0896539,135.5
H26.KTTVCD.MN067,2026-02-11 05:00:00,105.7705968,21.0896539,140.8333333
H26.KTTVCD.MN067,2026-02-11 06:00:00,105.7705968,21.0896539,141.6666667
H26.KTTVCD.MN067,2026-02-11 07:00:00,105.7705968,21.0896539,136.1666667
H26.KTTVCD.MN067,2026-02-11 08:00:00,105.7705968,21.0896539,127.1666667
H26.KTTVCD.MN067,2026-02-11 09:00:00,105.7705968,21.0896539,116.1666667
H26.KTTVCD.MN067,2026-02-11 10:00:00,105.7705968,21.0896539,103.8333333
H26.KTTVCD.MN067,2026-02-11 11:00:00,105.7705968,21.0896539,91.16666667
H26.KTTVCD.MN067,2026-02-11 12:00:00,105.7705968,21.0896539,79.16666667
H26.KTTVCD.MN067,2026-02-11 13:00:00,105.7705968,21.0896539,77
H26.KTTVCD.MN067,2026-02-11 14:00:00,105.7705968,21.0896539,77
H26.KTTVCD.MN067,2026-02-11 15:00:00,105.7705968,21.0896539,77
H26.KTTVCD.MN067,2026-02-11 16:00:00,105.7705968,21.0896539,77
H26.KTTVCD.MN067,2026-02-11 17:00:00,105.7705968,21.0896539,77
H26.KTTVCD.MN067,2026-02-11 18:00:00,105.7705968,21.0896539,77
H26.KTTVCD.MN067,2026-02-11 19:00:00,105.7705968,21.0896539,77.16666667
H26.KTTVCD.MN067,2026-02-11 20:00:00,105.7705968,21.0896539,82.16666667
H26.KTTVCD.MN067,2026-02-11 21:00:00,105.7705968,21.0896539,88.83333333
H26.KTTVCD.MN067,2026-02-11 22:00:00,105.7705968,21.0896539,95.5
H26.KTTVCD.MN067,2026-02-11 23:00:00,105.7705968,21.0896539,103
H26.KTTVCD.MN067,2026-02-12 00:00:00,105.7705968,21.0896539,109.5
H26.KTTVCD.MN067,2026-02-12 01:00:00,105.7705968,21.0896539,117
H26.KTTVCD.MN067,2026-02-12 02:00:00,105.7705968,21.0896539,123.3333333
H26.KTTVCD.MN067,2026-02-12 03:00:00,105.7705968,21.0896539,129.3333333
H26.KTTVCD.MN067,2026-02-12 04:00:00,105.7705968,21.0896539,135
H26.KTTVCD.MN067,2026-02-12 05:00:00,105.7705968,21.0896539,140.1666667
H26.KTTVCD.MN067,2026-02-12 06:00:00,105.7705968,21.0896539,146.3333333
H26.KTTVCD.MN067,2026-02-12 07:00:00,105.7705968,21.0896539,148.6666667
H26.KTTVCD.MN067,2026-02-12 08:00:00,105.7705968,21.0896539,144.8333333
H26.KTTVCD.MN067,2026-02-12 09:00:00,105.7705968,21.0896539,136.1666667
H26.KTTVCD.MN067,2026-02-12 10:00:00,105.7705968,21.0896539,127.6666667
H26.KTTVCD.MN067,2026-02-12 11:00:00,105.7705968,21.0896539,116.6666667
H26.KTTVCD.MN067,2026-02-12 12:00:00,105.7705968,21.0896539,103.6666667
H26.KTTVCD.MN067,2026-02-12 13:00:00,105.7705968,21.0896539,88.83333333
H26.KTTVCD.MN067,2026-02-12 14:00:00,105.7705968,21.0896539,78
H26.KTTVCD.MN067,2026-02-12 15:00:00,105.7705968,21.0896539,77
H26.KTTVCD.MN067,2026-02-12 16:00:00,105.7705968,21.0896539,77
H26.KTTVCD.MN067,2026-02-12 17:00:00,105.7705968,21.0896539,77.66666667
H26.KTTVCD.MN067,2026-02-12 18:00:00,105.7705968,21.0896539,82.5
H26.KTTVCD.MN067,2026-02-12 19:00:00,105.7705968,21.0896539,89.5
H26.KTTVCD.MN067,2026-02-12 20:00:00,105.7705968,21.0896539,96.66666667
H26.KTTVCD.MN067,2026-02-12 21:00:00,105.7705968,21.0896539,104.6666667
H26.KTTVCD.MN067,2026-02-12 22:00:00,105.7705968,21.0896539,112.8333333
H26.KTTVCD.MN067,2026-02-12 23:00:00,105.7705968,21.0896539,121.5
H26.KTTVCD.MN067,2026-02-13 00:00:00,105.7705968,21.0896539,128.5
H26.KTTVCD.MN067,2026-02-13 01:00:00,105.7705968,21.0896539,135.5
H26.KTTVCD.MN067,2026-02-13 02:00:00,105.7705968,21.0896539,143.1666667
H26.KTTVCD.MN067,2026-02-13 03:00:00,105.7705968,21.0896539,150
H26.KTTVCD.MN067,2026-02-13 04:00:00,105.7705968,21.0896539,156.5
H26.KTTVCD.MN067,2026-02-13 05:00:00,105.7705968,21.0896539,164.1666667
H26.KTTVCD.MN067,2026-02-13 06:00:00,105.7705968,21.0896539,169.3333333
H26.KTTVCD.MN067,2026-02-13 07:00:00,105.7705968,21.0896539,169.8333333
H26.KTTVCD.MN067,2026-02-13 08:00:00,105.7705968,21.0896539,164.1666667
H26.KTTVCD.MN067,2026-02-13 09:00:00,105.7705968,21.0896539,153.3333333
H26.KTTVCD.MN067,2026-02-13 10:00:00,105.7705968,21.0896539,141.1666667
H26.KTTVCD.MN067,2026-02-13 11:00:00,105.7705968,21.0896539,129.8333333
H26.KTTVCD.MN067,2026-02-13 12:00:00,105.7705968,21.0896539,117.6666667
H26.KTTVCD.MN067,2026-02-13 13:00:00,105.7705968,21.0896539,102.6666667
H26.KTTVCD.MN067,2026-02-13 14:00:00,105.7705968,21.0896539,84.5
H26.KTTVCD.MN067,2026-02-13 15:00:00,105.7705968,21.0896539,78.83333333
H26.KTTVCD.MN067,2026-02-13 16:00:00,105.7705968,21.0896539,81.66666667
H26.KTTVCD.MN067,2026-02-13 17:00:00,105.7705968,21.0896539,87.5
H26.KTTVCD.MN067,2026-02-13 18:00:00,105.7705968,21.0896539,94.16666667
H26.KTTVCD.MN067,2026-02-13 19:00:00,105.7705968,21.0896539,101.5
H26.KTTVCD.MN067,2026-02-13 20:00:00,105.7705968,21.0896539,108.3333333
H26.KTTVCD.MN067,2026-02-13 21:00:00,105.7705968,21.0896539,115.6666667
H26.KTTVCD.MN067,2026-02-13 22:00:00,105.7705968,21.0896539,123.6666667
H26.KTTVCD.MN067,2026-02-13 23:00:00,105.7705968,21.0896539,131.3333333
H26.KTTVCD.MN067,2026-02-14 00:00:00,105.7705968,21.0896539,138.6666667
H26.KTTVCD.MN067,2026-02-14 01:00:00,105.7705968,21.0896539,147.1666667
H26.KTTVCD.MN067,2026-02-14 02:00:00,105.7705968,21.0896539,155.1666667
H26.KTTVCD.MN067,2026-02-14 03:00:00,105.7705968,21.0896539,162.6666667
H26.KTTVCD.MN067,2026-02-14 04:00:00,105.7705968,21.0896539,168.8333333
H26.KTTVCD.MN067,2026-02-14 05:00:00,105.7705968,21.0896539,175.8333333
H26.KTTVCD.MN067,2026-02-14 06:00:00,105.7705968,21.0896539,181.1666667
H26.KTTVCD.MN067,2026-02-14 07:00:00,105.7705968,21.0896539,180.5
H26.KTTVCD.MN067,2026-02-14 08:00:00,105.7705968,21.0896539,173.1666667
H26.KTTVCD.MN067,2026-02-14 09:00:00,105.7705968,21.0896539,163.8333333
